,NOISE_FREE_GENE_INDICES,CLUSTER_NO,Distance_FROM_CLUSTER_CENTROID
696,696,0,6.6759732497277104
697,697,0,6.556930893646993
698,698,0,6.397582534129947
699,699,0,6.506037512312599
700,700,0,6.418276676922096
701,701,0,6.220781124110392
702,702,0,6.4374133581415895
703,703,0,6.0700292235512725
704,704,0,6.045593659073076
705,705,0,6.496269691101233
706,706,0,6.294142175353817
707,707,0,6.313053175672262
708,708,0,6.342318442626485
709,709,0,6.217883719435669
710,710,0,5.943922343581084
711,711,0,6.517376757120008
712,712,0,6.147631246968004
713,713,0,6.628059727267744
714,714,0,6.22245735034027
715,715,0,6.039583275499131
716,716,0,6.38961381409363
717,717,0,6.206958404846743
718,718,0,6.317994252380244
719,719,0,6.756071751115356
720,720,0,6.0264512205085925
721,721,0,6.756408016080477
722,722,0,6.511155995715086
723,723,0,5.911568150076846
724,724,0,6.15804202722411
725,725,0,6.320355665917787
726,726,0,6.547708404600749
727,727,0,6.052078424883102
728,728,0,6.488955681036396
729,729,0,6.444236016119316
730,730,0,6.275264526357581
731,731,0,6.578408889006374
732,732,0,6.701373831538409
733,733,0,6.699996405267263
734,734,0,6.4988026300573125
735,735,0,5.698845506479954
736,736,0,6.083304028513661
737,737,0,4.748868453830518
738,738,0,4.640296481954884
739,739,0,6.445796833968241
740,740,0,5.952794246452805
741,741,0,6.43747770727739
742,742,0,6.132014989984637
743,743,0,6.340580891356777
744,744,0,6.245952599240711
745,745,0,6.168379644401145
746,746,0,6.523035636509849
747,747,0,6.341395138442327
748,748,0,6.320529553783435
749,749,0,6.445039394631528
750,750,0,6.401810182060426
751,751,0,6.125662158487638
752,752,0,6.270737759623017
753,753,0,4.529464061059412
754,754,0,5.22395972021659
755,755,0,6.349720360328743
756,756,0,6.421371029179796
757,757,0,6.350427016867377
758,758,0,6.129016230931544
759,759,0,6.643623085142248
760,760,0,6.333970242293173
761,761,0,6.247876281835522
762,762,0,6.540102536024658
763,763,0,6.0121151873625855
764,764,0,6.434871562414082
765,765,0,6.527573510075893
766,766,0,6.5379630546047585
767,767,0,6.114921344388351
768,768,0,6.132071515608409
769,769,0,6.191630720512593
770,770,0,6.166228446913165
771,771,0,6.2794396886419355
772,772,0,6.182212029379994
773,773,0,5.9513656542977245
774,774,0,6.323179386352934
775,775,0,6.204411412321939
776,776,0,5.831586930158764
777,777,0,6.727903216454979
778,778,0,6.557449529947851
779,779,0,6.503798830473431
780,780,0,6.148265234990882
781,781,0,6.133570090077805
782,782,0,6.565584042278945
783,783,0,6.364771163686758
784,784,0,6.0182707562061815
785,785,0,6.603524701855498
786,786,0,5.913818637430833
787,787,0,6.0259578624044705
788,788,0,5.990345427651888
789,789,0,6.457744597585439
790,790,0,6.517069571301438
791,791,0,6.376752423164881
792,792,0,6.317569865149221
793,793,0,6.3722193445910635
794,794,0,6.15185862220613
795,795,0,4.079198360899295
796,796,0,6.719801703256442
797,797,0,6.291336048824444
798,798,0,6.590460674994366
799,799,0,6.383224026148511
800,800,0,6.636552429578971
801,801,0,6.418014303947329
802,802,0,6.422296789000198
803,803,0,7.116784013890341
804,804,0,6.309914332844083
805,805,0,6.429765024029173
806,806,0,6.58713439160334
807,807,0,6.442988696784447
808,808,0,6.0849286400427856
809,809,0,6.25683024475297
810,810,0,6.30656446718376
811,811,0,6.8090120821789215
812,812,0,6.370112531562582
813,813,0,6.130502048587251
814,814,0,6.23347254190931
815,815,0,6.621994772791332
816,816,0,5.999206825565318
817,817,0,6.376468906143995
818,818,0,6.251927901473628
819,819,0,6.442131547018954
820,820,0,6.287643994534868
821,821,0,6.231458433653842
822,822,0,6.550371573961643
823,823,0,6.5273141629731715
824,824,0,6.598207820675796
