,0
1760,NIS1
1761,NIS1
1762,RNH201
1763,RNH201
1764,YPQ1
1765,NGL1
1766,MPD2
1767,RPS15
1768,RLF2
1769,RLF2
1770,KIN3
1771,KIN3
1772,BUD14
1773,MYO4
1774,RFA1
1775,RFA1
1776,SAW1
1777,SLX1
1778,SLX1
1779,DTR1
1780,BUG1
1781,BUG1
1782,PMT1
1783,PMT1
1784,SIT4
1785,SIT4
1786,RTN1
1787,RTN1
1788,HPA3
1789,HPA3
1790,GTR2
1791,GTR2
1792,NSR1
1793,NSR1
1794,MRPL6
1795,MRS3
1796,MDH1
1797,MDH1
1798,SPC3
1799,SPC3
1800,CUE1
1801,CUE1
1802,SCJ1
1803,SCJ1
1804,TIF11
1805,TIF11
1806,HXT14
1807,HXT14
1808,LYP1
1809,LYP1
1810,PDR17
1811,YPL109C
1812,ALD6
1813,ALD6
1814,SUR1
1815,SUR1
1816,FMP30
1817,FMP30
1818,CST26
1819,CST26
1820,YBL108W
1821,CSG2
1822,ELO2
1823,ELO2
1824,BPH1
1825,YDL241W
1826,ARO3
1827,ARO3
1828,YPD1
1829,YPD1
1830,DYN2
1831,VPS74
1832,VPS74
1833,YCK3
1834,YCK3
1835,EMC4
1836,EMC4
1837,ERG11
1838,ERG11
1839,MRP4
1840,MRP4
1841,HIS5
1842,HIS5
1843,SUC2
1844,SUC2
1845,HOS4
1846,URA8
1847,URA8
1848,NAP1
1849,RPL40B
1850,RPL40B
1851,PET10
1852,HSP60
1853,HSP60
1854,YLR257W
1855,RCO1
1856,IMP4
1857,TRM10
1858,TRM10
1859,NOP12
1860,NOP12
1861,NOP58
1862,NOP58
1863,MCH5
1864,RPT4
1865,ISW2
1866,ISW2
1867,YAH1
1868,CMR3
1869,CMR3
1870,YPR011C
1871,RBD2
1872,ASN1
1873,RRP15
1874,PRP45
1875,PRP45
1876,YAR010C
1877,YAR010C
1878,SNC1
1879,SNC1
1880,SEN34
1881,SWC5
1882,ROT2
1883,EHT1
1884,EHT1
1885,PCF11
1886,SCC2
1887,SCC2
1888,ADK1
1889,ADK1
1890,PRE4
1891,PNC1
1892,DUG1
1893,TIF4631
1894,CRP1
1895,CRP1
1896,LNP1
1897,LNP1
1898,ERG9
1899,ERG9
1900,URA2
1901,URA2
1902,MYO3
1903,RRP14
1904,RRP14
1905,PGM1
1906,PGM1
1907,VMA5
1908,RRN3
1909,RRN3
1910,MEF1
1911,RCF1
1912,SST2
1913,TSA1
1914,RPS18B
1915,PFS2
1916,ATP11
1917,ATP11
1918,PIK1
1919,EMW1
1920,RPT5
1921,VPS5
1922,ALG8
1923,AZF1
1924,CYT1
1925,CYT1
1926,SSE1
1927,MSD1
1928,RRP9
1929,YBR090C
1930,YBR090C
1931,TUP1
1932,TUP1
1933,RMD1
1934,SLU7
1935,SLU7
1936,FPR2
1937,FPR2
1938,VHT1
1939,NSP1
1940,LYS1
1941,RSC2
1942,RSC2
1943,BDF1
1944,ADE17
1945,ADE17
1946,SSU72
1947,ADE12
1948,ADE12
1949,RRP40
1950,ARG8
1951,HSP10
1952,HSP10
1953,VTS1
1954,YPR114W
1955,RPN7
1956,RPN7
1957,ARO7
1958,ALK2
1959,ALK2
1960,FUS1
1961,SAF1
1962,AGP1
1963,AGP1
1964,PPS1
1965,CHK1
1966,ARF1
1967,UFD2
1968,UFD2
1969,CRD1
1970,CRD1
1971,RPO21
1972,YCG1
1973,YCG1
1974,SER3
1975,MRX1
1976,PTP3
1977,PTP3
1978,YGL088W
1979,YGL132W
1980,ZPR1
1981,TRX2
1982,CIR1
1983,PUP2
1984,PUP2
1985,FIS1
1986,FIS1
1987,YRB2
1988,YRB2
1989,SUI2
1990,RPL17A
1991,PAU16
1992,FRE1
1993,FRE1
1994,TUB4
1995,YLR162W
1996,SEC13
1997,NDI1
1998,FPR3
1999,FPR3
2000,TCB3
2001,VAN1
2002,VAN1
2003,DAK1
2004,DAK1
2005,KTR5
2006,NIP1
2007,FAP1
2008,FAP1
2009,BUD17
2010,YNR021W
2011,GLN4
2012,GLN4
2013,TGS1
2014,YPL199C
2015,YPL199C
2016,PIN3
2017,MEC1
2018,YBR134W
2019,YBR134W
2020,RFC5
2021,AGP2
2022,AAC3
2023,AAC3
2024,NHP10
2025,YCF1
2026,YCF1
2027,RRP1
2028,RRP1
2029,RRP8
2030,UGO1
2031,EMI2
2032,TLG1
2033,TLG1
2034,YDR514C
2035,SFB3
2036,COX6
2037,COX6
2038,HXT5
2039,YIR035C
2040,HCA4
2041,PSR2
2042,PSR2
2043,MEU1
2044,TAL1
2045,SKI2
2046,ORM2
2047,ORM2
2048,ALD2
2049,ALD2
2050,CEP3
2051,PKR1
2052,ALG9
2053,ALG9
2054,SFM1
2055,SFM1
2056,CDC33
2057,CDC33
2058,MED7
2059,MED7
2060,HAP5
2061,HAP5
2062,RET3
2063,PIS1
2064,ROX1
2065,ROX1
2066,YPR063C
2067,SHP1
2068,PAF1
2069,RIF1
2070,YCL020W
2071,UBX7
2072,CCT4
2073,RBS1
2074,RRP45
2075,UTP4
2076,UTP4
2077,PMP3
2078,ARB1
2079,ARB1
2080,RPS24A
2081,SEC27
2082,MF(ALPHA)2
2083,MF(ALPHA)2
2084,RNR3
2085,ARC15
2086,ARC15
2087,GON7
2088,PAP1
2089,YML119W
2090,HMG1
2091,HMG1
2092,RPL6A
2093,PSE1
2094,ADH2
2095,AIM41
2096,RPS28A
2097,DDP1
2098,DDP1
2099,PEP4
2100,NTH2
2101,YBL112C
2102,YCR041W
2103,YCR041W
2104,MATALPHA2
2105,MATALPHA2
2106,YRB1
2107,YRB1
2108,HEM13
2109,TIF35
2110,YRA1
2111,RPN9
2112,RPN9
2113,PMD1
2114,COM2
2115,COM2
2116,VFA1
2117,VFA1
2118,APM2
2119,APM2
2120,RPS20
2121,RPS20
2122,CCT5
2123,CCT5
2124,RPS21A
2125,SEC22
2126,RPS28B
2127,RPS28B
2128,CCS1
2129,CCS1
2130,YNL134C
2131,KRE33
2132,KRE33
2133,SPE2
2134,COQ3
2135,YTM1
2136,FAA1
2137,YME1
2138,SDD4
2139,ATP20
2140,PRM9
2141,PRM9
2142,THI2
2143,RIM2
2144,RIM2
2145,YBR238C
2146,YBR190W
2147,ABD1
2148,NTC20
2149,NTC20
2150,ARC40
2151,ARC40
2152,PSA1
2153,DUN1
2154,DUN1
2155,HST4
2156,MRPL7
2157,YEL076W-C
2158,YEL076W-C
2159,BUD16
2160,YEL074W
2161,YEL074W
2162,VMA3
2163,VMA3
2164,RMD6
2165,RMD6
2166,HXK1
2167,CLC1
2168,CLC1
2169,MRPS35
2170,RPS4B
2171,SFH5
2172,PHS1
2173,YUR1
2174,YUR1
2175,GWT1
2176,GWT1
2177,MBR1
2178,MBR1
2179,MRPL31
2180,CYT2
2181,YLR076C
2182,BUD20
2183,BUD20
2184,PAU4
2185,GAB1
2186,GAB1
2187,PDP3
2188,PDP3
2189,FSH2
2190,FSH2
2191,ERG8
2192,ERG8
2193,RSN1
2194,YNL324W
2195,KRE1
2196,YNL320W
2197,DIA2
2198,CDC21
2199,CDC21
2200,YPL067C
2201,CAR1
2202,RER2
2203,ZTA1
2204,YBL113C
2205,YBL111C
2206,YBL111C
2207,NTH1
2208,NTH1
2209,HEM12
2210,RPC11
2211,AAD4
2212,AAD4
2213,NPL3
2214,ATO3
2215,CYM1
2216,RPP2B
2217,RPP2B
2218,COX13
2219,ARD1
2220,AYR1
2221,AYR1
2222,YJR111C
2223,YJR111C
2224,RPA12
2225,RPA12
2226,CPA2
2227,CPA2
2228,PTK2
2229,ADO1
2230,ADO1
2231,RED1
2232,RED1
2233,SEG1
2234,YMR085W
2235,SUB1
2236,ADH3
2237,SWS2
2238,SWS2
2239,TPM1
2240,GAL11
2241,WRS1
2242,GSH2
2243,GSH2
2244,RPL20B
2245,YPL260W
2246,EAF3
2247,CDC15
2248,CDC15
2249,PRP5
2250,NUP42
2251,CCT6
2252,CCT6
2253,SNU13
2254,SNU13
2255,DLD3
2256,RPN12
2257,RPN12
2258,RPS23A
2259,YHR202W
2260,RTT107
2261,RTT107
2262,RPN10
2263,RPN10
2264,YJL144W
2265,MRPL49
2266,MRPL49
2267,YLR123C
2268,YLR460C
2269,YLR460C
2270,YMR221C
2271,PPA2
2272,ESC1
2273,ESC1
2274,TOF1
2275,BNI1
2276,VPS15
2277,VPS15
2278,SUP45
2279,RXT2
2280,GRX3
2281,GRX3
2282,UBC13
2283,UBC13
2284,QCR7
2285,MIC19
2286,GCN20
2287,GCN20
2288,HAC1
2289,HAC1
2290,RPS25A
2291,PRI2
2292,PRI2
2293,PTM1
2294,CTR3
2295,ERG29
2296,JLP2
2297,YMR173W-A
2298,ELA1
2299,ELA1
2300,RHO5
2301,RHO5
2302,YNL226W
2303,PSF3
2304,SCP1
2305,NOT5
2306,MRI1
2307,MRI1
2308,AST1
2309,AST1
2310,GRX1
2311,GRX1
2312,MXR2
2313,RRP7
2314,RRP7
2315,MSH5
2316,GGC1
2317,GGC1
2318,RPC53
2319,RPC53
2320,NOP14
2321,GPI8
2322,GPI8
2323,DOT6
2324,SBH1
2325,SBH1
2326,SAH1
2327,GET2
2328,GET2
2329,PAN2
2330,PAN2
2331,FOL2
2332,YIL077C
2333,YIL077C
2334,RPN2
2335,RPL39
2336,MET3
2337,MEH1
2338,UTP13
2339,APS1
2340,APS1
2341,CPR6
2342,ERG13
2343,DUS1
2344,IDH1
2345,IDH1
2346,HHT2
2347,GLC8
2348,GLC8
2349,SIN3
2350,SIN3
2351,ABZ1
2352,RPB8
2353,HEM15
2354,HEM15
2355,RCN2
2356,RCN2
2357,LEA1
2358,NIP7
2359,NIP7
2360,SVS1
2361,SVS1
2362,BEM4
2363,BEM4
2364,MAK5
2365,MAK5
2366,YBR138C
2367,YCR087W
2368,TAF12
2369,DOP1
2370,HLR1
2371,YDR476C
2372,YDR476C
2373,MIL1
2374,FAR7
2375,ROM1
2376,ROM1
2377,VMA7
2378,GGA2
2379,TRR2
2380,TRR2
2381,GRE3
2382,GRE3
2383,CPR2
2384,CPR2
2385,MHP1
2386,MHP1
2387,HYR1
2388,RPL15A
2389,RPL15A
2390,YLL044W
2391,YLL044W
2392,VIP1
2393,RPL31B
2394,RPL31B
2395,ECM5
2396,RRB1
2397,DDR48
2398,SAS2
2399,URE2
2400,YNL181W
2401,YNL181W
2402,MRPL22
2403,MRPL22
2404,NOP13
2405,DCP1
2406,STI1
2407,CTR9
2408,HST3
2409,RIB4
2410,RIB4
2411,PRE10
2412,PRE10
2413,THI22
2414,CLB2
2415,CLB2
2416,YPR117W
2417,SPE3
2418,SPE3
2419,PIM1
2420,PRS4
2421,PRS4
2422,SEF1
2423,PRX1
2424,PRX1
2425,LSB5
2426,LSB5
2427,STE50
2428,STE50
2429,RNQ1
2430,DUG2
2431,DUG2
2432,SAS10
2433,ASF2
2434,ASF2
2435,MRX8
2436,DPP1
2437,DPP1
2438,ERG28
2439,SRM1
2440,SRM1
2441,MES1
2442,MES1
2443,RPS0A
2444,SEC28
2445,IRR1
2446,IRR1
2447,MAM33
2448,TIM44
2449,TIM44
2450,SOP4
2451,RPS22A
2452,ASH1
2453,MRPL13
2454,MRPL13
2455,RSA3
2456,RSA3
2457,YLR217W
2458,YLR217W
2459,PGA3
2460,PGA3
2461,GTR1
2462,NCE103
2463,RPB11
2464,SOL1
2465,SOL1
2466,PAU6
2467,DSC3
2468,ALE1
2469,MCT1
2470,DCS2
2471,RKM1
2472,CDC60
2473,PGC1
2474,YBR012W-A
2475,YBR012W-A
2476,MUM2
2477,IPP1
2478,YBR053C
2479,YBR053C
2480,YCP4
2481,BUD23
2482,CDC10
2483,CDC34
2484,SOK1
2485,SAC7
2486,PPM1
2487,YIP4
2488,YIP4
2489,RTF1
2490,RTF1
2491,AIM17
2492,AIM17
2493,RRT14
2494,NPA3
2495,LIA1
2496,LIA1
2497,RPL38
2498,RPL38
2499,YLR278C
2500,UTP15
2501,UTP15
2502,NPL6
2503,NPL6
2504,YTA12
2505,PRS5
2506,GPD2
2507,GPD2
2508,SNC2
2509,SNC2
2510,PRO2
2511,PRO2
2512,CAF20
2513,CAF20
2514,SRO7
2515,DIP5
2516,YOP1
2517,YOP1
2518,KEL3
2519,GCV3
2520,GCV3
2521,YAT1
2522,CDC24
2523,CDC24
2524,BEM1
2525,BEM1
2526,TAF5
2527,TAF5
2528,COX9
2529,RPS29B
2530,RPS29B
2531,CYC7
2532,RAD23
2533,RAD23
2534,PMI40
2535,PMA1
2536,PMA1
2537,ERG1
2538,ERG1
2539,RBG2
2540,RBG2
2541,FLO5
2542,FLO5
2543,SOL3
2544,SOL3
2545,CRG1
2546,YAP1801
2547,YAP1801
2548,INO1
2549,INO1
2550,SNA3
2551,SNA3
2552,RPC25
2553,RPC25
2554,MRP8
2555,MRP8
2556,PDC5
2557,PDC5
2558,PRM15
2559,PRM15
2560,RPS10B
2561,RPS10B
2562,YMR226C
2563,YMR226C
2564,MRPL10
2565,MRPL10
2566,VPS17
2567,UBP14
2568,UBP14
2569,HHT1
2570,HHT1
2571,YRO2
2572,IMG1
2573,DET1
2574,DET1
2575,RCR2
2576,RCR2
2577,RVS167
2578,YER189W
2579,COX15
2580,COX15
2581,YGL199C
2582,GUS1
2583,GUS1
2584,MDS3
2585,RPS27B
2586,OPI1
2587,RSM7
2588,ORC3
2589,ORC3
2590,TFA2
2591,YSH1
2592,ERB1
2593,VBA1
2594,VBA1
2595,NST1
2596,NAM9
2597,NAM9
2598,FPR1
2599,FPR1
2600,ZEO1
2601,ZEO1
2602,ARG1
2603,ARG1
2604,ITR2
2605,FRT1
2606,HTS1
2607,HTS1
2608,YAL045C
2609,SWH1
2610,ERV46
2611,MST28
2612,CLN3
2613,CLN3
2614,ENP1
2615,ENP1
2616,ISW1
2617,YBR197C
2618,YBR197C
2619,ALG7
2620,IDP1
2621,UBC9
2622,NUG1
2623,NUG1
2624,FMP52
2625,NOP16
2626,LEU1
2627,OLE1
2628,OLE1
2629,PBP1
2630,CBP4
2631,ASN2
2632,ASN2
2633,MPC2
2634,MPC2
2635,BAT1
2636,BAT1
2637,PAM16
2638,LSB6
2639,UTP11
2640,RPT1
2641,SDH3
2642,SDH3
2643,EMP70
2644,EMP70
2645,YRF1-4
2646,YRF1-4
2647,EFT1
2648,EFT1
2649,RIB7
2650,APD1
2651,RIB3
2652,KRE2
2653,ACT1
2654,ACT1
2655,TUB2
2656,SLX9
2657,DMA1
2658,DID4
2659,YNL190W
2660,PEP12
2661,PEP12
2662,SSA3
2663,SSA3
2664,PDI1
2665,PDI1
2666,PHO89
2667,PHO89
2668,YCL041C
2669,NHP2
2670,NHP2
2671,DHH1
2672,YDL206W
2673,RSM18
2674,RSM18
2675,CAJ1
2676,YGL152C
2677,YGL152C
2678,RTT102
2679,DIE2
2680,SLH1
2681,CAB2
2682,CKA1
2683,LSM8
2684,UBP12
2685,YKT6
2686,SAM1
2687,ERO1
2688,ERR3
2689,YMR321C
2690,YMR321C
2691,MVD1
2692,MVD1
2693,COQ2
2694,MGE1
2695,WTM1
2696,RPS30B
2697,MRPL40
2698,PCL8
2699,PCL8
2700,BMS1
2701,MEX67
2702,CBP3
2703,YMC2
2704,YMC2
2705,TBS1
2706,YSW1
2707,MMS4
2708,YDL012C
2709,YDL012C
2710,CDC39
2711,ENT5
2712,ENT5
2713,TOM20
2714,PAC10
2715,PAC10
2716,MRPL25
2717,RRP3
2718,RRP3
2719,TIM54
2720,CYR1
2721,PRE3
2722,PRE3
2723,AQY2
2724,AQY2
2725,ELO3
2726,ARC18
2727,PUN1
2728,PUN1
2729,SRP1
2730,PDR16
2731,PDR16
2732,CKB2
2733,ILS1
2734,NCL1
2735,PCA1
2736,GLK1
2737,ARC1
2738,RPL9A
2739,RPL9A
2740,ESS1
2741,YLR179C
2742,YLR179C
2743,CBF5
2744,MIX17
2745,RPL1A
