,ID_REF,IDENTIFIER
4073,YMR108W,ILV2
4074,YMR109W,MYO5
4075,YMR110C,HFD1
4076,YMR111C,YMR111C
4077,YMR112C,MED11
4078,YMR113W,FOL3
4079,YMR114C,YMR114C
4080,YMR115W,MGR3
4081,YMR116C,ASC1
4082,YMR117C,SPC24
4083,YMR118C,SHH3
4084,YMR119W,ASI1
4085,YMR120C,ADE17
4086,YMR121C,RPL15B
4087,YMR122W-A,YMR122W-A
4088,YMR123W,PKR1
4089,YMR124W,EPO1
4090,YMR125W,STO1
4091,YMR126C,DLT1
4092,YMR127C,SAS2
4093,YMR128W,ECM16
4094,YMR129W,POM152
4095,YMR130W,YMR130W
4096,YMR131C,RRB1
4097,YMR132C,JLP2
4098,YMR133W,REC114
4099,YMR134W,ERG29
4100,YMR135C,GID8
4101,YMR136W,GAT2
4102,YMR137C,PSO2
4103,YMR138W,CIN4
4104,YMR139W,RIM11
4105,YMR140W,SIP5
4106,YMR142C,RPL13B
4107,YMR143W,RPS16A
4108,YMR144W,YMR144W
4109,YMR145C,NDE1
4110,YMR146C,TIF34
4111,YMR147W,YMR147W
4112,YMR148W,OSW5
4113,YMR149W,SWP1
4114,YMR150C,IMP1
4115,YMR152W,YIM1
4116,YMR153W,NUP53
4117,YMR154C,RIM13
4118,YMR155W,YMR155W
4119,YMR156C,TPP1
4120,YMR157C,AIM36
4121,YMR158W,MRPS8
4122,YMR159C,ATG16
4123,YMR160W,YMR160W
4124,YMR161W,HLJ1
4125,YMR162C,DNF3
4126,YMR163C,INP2
4127,YMR164C,MSS11
4128,YMR165C,PAH1
4129,YMR166C,MME1
4130,YMR167W,MLH1
4131,YMR168C,CEP3
4132,YMR169C,ALD3
4133,YMR170C,ALD2
4134,YMR171C,EAR1
4135,YMR172W,HOT1
4136,YMR173W,DDR48
4137,YMR174C,PAI3
4138,YMR175W,SIP18
4139,YMR176W,ECM5
4140,YMR177W,MMT1
4141,YMR178W,YMR178W
4142,YMR179W,SPT21
4143,YMR180C,CTL1
4144,YMR181C,YMR181C
4145,YMR182C,RGM1
4146,YMR183C,SSO2
4147,YMR184W,ADD37
4148,YMR185W,RTP1
4149,YMR186W,HSC82
4150,YMR187C,YMR187C
4151,YMR188C,MRPS17
4152,YMR189W,GCV2
4153,YMR190C,SGS1
4154,YMR191W,SPG5
4155,YMR192W,GYL1
4156,YMR193W,MRPL24
4157,YMR194W,RPL36A
4158,YMR195W,ICY1
4159,YMR196W,YMR196W
4160,YMR197C,VTI1
4161,YMR198W,CIK1
4162,YMR199W,CLN1
4163,YMR200W,ROT1
4164,YMR201C,RAD14
4165,YMR202W,ERG2
4166,YMR203W,TOM40
4167,YMR204C,INP1
4168,YMR205C,PFK2
4169,YMR206W,YMR206W
4170,YMR207C,HFA1
4171,YMR208W,ERG12
4172,YMR209C,YMR209C
4173,YMR210W,YMR210W
4174,YMR211W,DML1
4175,YMR212C,EFR3
4176,YMR213W,CEF1
4177,YMR214W,SCJ1
4178,YMR215W,GAS3
4179,YMR216C,SKY1
4180,YMR217W,GUA1
4181,YMR218C,TRS130
4182,YMR219W,ESC1
4183,YMR220W,ERG8
4184,YMR221C,YMR221C
4185,YMR222C,FSH2
4186,YMR223W,UBP8
4187,YMR224C,MRE11
4188,YMR225C,MRPL44
4189,YMR226C,YMR226C
4190,YMR227C,TAF7
4191,YMR228W,MTF1
4192,YMR229C,RRP5
4193,YMR230W,RPS10B
4194,YMR231W,PEP5
4195,YMR232W,FUS2
4196,YMR233W,TRI1
4197,YMR234W,RNH1
4198,YMR235C,RNA1
4199,YMR236W,TAF9
4200,YMR237W,BCH1
4201,YMR238W,DFG5
4202,YMR239C,RNT1
4203,YMR240C,CUS1
4204,YMR241W,YHM2
4205,YMR242C,RPL20A
4206,YMR243C,ZRC1
4207,YMR244C-A,COA6
4208,YMR244W,YMR244W
4209,YMR246W,FAA4
4210,YMR247C,RKR1
4211,YMR250W,GAD1
4212,YMR251W,GTO3
4213,YMR251W-A,HOR7
4214,YMR252C,YMR252C
4215,YMR253C,YMR253C
4216,YMR255W,GFD1
4217,YMR256C,COX7
4218,YMR257C,PET111
4219,YMR258C,ROY1
4220,YMR259C,TRM732
4221,YMR260C,TIF11
4222,YMR261C,TPS3
4223,YMR262W,YMR262W
4224,YMR263W,SAP30
4225,YMR264W,CUE1
4226,YMR265C,YMR265C
4227,YMR266W,RSN1
4228,YMR267W,PPA2
4229,YMR268C,PRP24
4230,YMR269W,TMA23
4231,YMR270C,RRN9
4232,YMR271C,URA10
4233,YMR272C,SCS7
4234,YMR273C,ZDS1
4235,YMR274C,RCE1
4236,YMR275C,BUL1
4237,YMR276W,DSK2
4238,YMR277W,FCP1
4239,YMR278W,PRM15
4240,YMR279C,YMR279C
4241,YMR280C,CAT8
4242,YMR281W,GPI12
4243,YMR282C,AEP2
4244,YMR283C,RIT1
4245,YMR284W,YKU70
4246,YMR285C,NGL2
4247,YMR286W,MRPL33
4248,YMR287C,DSS1
4249,YMR288W,HSH155
4250,YMR289W,ABZ2
4251,YMR290C,HAS1
4252,YMR291W,TDA1
4253,YMR292W,GOT1
4254,YMR293C,HER2
4255,YMR294W,JNM1
4256,YMR295C,YMR295C
4257,YMR296C,LCB1
4258,YMR297W,PRC1
4259,YMR298W,LIP1
4260,YMR299C,DYN3
4261,YMR300C,ADE4
4262,YMR301C,ATM1
4263,YMR302C,YME2
4264,YMR303C,ADH2
4265,YMR304W,UBP15
4266,YMR305C,SCW10
4267,YMR306W,FKS3
4268,YMR307W,GAS1
4269,YMR308C,PSE1
4270,YMR309C,NIP1
4271,YMR310C,YMR310C
4272,YMR311C,GLC8
4273,YMR312W,ELP6
4274,YMR313C,TGL3
4275,YMR314W,PRE5
4276,YMR315W,YMR315W
4277,YMR316W,DIA1
4278,YMR317W,YMR317W
4279,YMR318C,ADH6
4280,YMR319C,FET4
4281,YMR321C,YMR321C
4282,YMR322C,SNO4
4283,YMR323W,ERR3
4284,YMR325W,PAU19
4285,YNL001W,DOM34
4286,YNL002C,RLP7
4287,YNL003C,PET8
4288,YNL004W,HRB1
4289,YNL005C,MRP7
4290,YNL006W,LST8
4291,YNL007C,SIS1
4292,YNL008C,ASI3
4293,YNL009W,IDP3
4294,YNL010W,YNL010W
4295,YNL011C,YNL011C
4296,YNL012W,SPO1
4297,YNL014W,HEF3
4298,YNL015W,PBI2
4299,YNL016W,PUB1
4300,YNL018C,YNL018C
4301,YNL019C,YNL019C
4302,YNL020C,ARK1
4303,YNL021W,HDA1
4304,YNL022C,RCM1
4305,YNL023C,FAP1
4306,YNL024C,EFM6
4307,YNL025C,SSN8
4308,YNL026W,SAM50
4309,YNL027W,CRZ1
4310,YNL029C,KTR5
4311,YNL030W,HHF2
4312,YNL031C,HHT2
4313,YNL032W,SIW14
4314,YNL033W,YNL033W
4315,YNL034W,YNL034W
4316,YNL035C,YNL035C
4317,YNL036W,NCE103
4318,YNL037C,IDH1
4319,YNL038W,GPI15
4320,YNL039W,BDP1
4321,YNL040W,YNL040W
4322,YNL041C,COG6
4323,YNL042W,BOP3
4324,YNL044W,YIP3
4325,YNL045W,LAP2
4326,YNL046W,YNL046W
4327,YNL047C,SLM2
4328,YNL048W,ALG11
4329,YNL049C,SFB2
4330,YNL050C,YNL050C
4331,YNL051W,COG5
4332,YNL052W,COX5A
4333,YNL053W,MSG5
4334,YNL054W,VAC7
4335,YNL055C,POR1
4336,YNL056W,OCA2
4337,YNL058C,YNL058C
4338,YNL059C,ARP5
4339,YNL061W,NOP2
4340,YNL062C,GCD10
4341,YNL063W,MTQ1
4342,YNL064C,YDJ1
4343,YNL065W,AQR1
4344,YNL066W,SUN4
4345,YNL067W,RPL9B
4346,YNL068C,FKH2
4347,YNL069C,RPL16B
4348,YNL070W,TOM7
4349,YNL071W,LAT1
4350,YNL072W,RNH201
4351,YNL073W,MSK1
4352,YNL074C,MLF3
4353,YNL075W,IMP4
4354,YNL076W,MKS1
4355,YNL077W,APJ1
4356,YNL078W,NIS1
4357,YNL079C,TPM1
4358,YNL080C,EOS1
4359,YNL081C,SWS2
4360,YNL082W,PMS1
4361,YNL083W,SAL1
4362,YNL084C,END3
4363,YNL085W,MKT1
4364,YNL086W,SNN1
4365,YNL087W,TCB2
4366,YNL088W,TOP2
4367,YNL090W,RHO2
4368,YNL091W,NST1
4369,YNL092W,YNL092W
4370,YNL093W,YPT53
4371,YNL094W,APP1
4372,YNL095C,YNL095C
4373,YNL096C,RPS7B
4374,YNL097C,PHO23
4375,YNL098C,RAS2
4376,YNL099C,OCA1
4377,YNL100W,MIC27
4378,YNL101W,AVT4
4379,YNL102W,POL1
4380,YNL103W,MET4
4381,YNL104C,LEU4
4382,YNL106C,INP52
4383,YNL107W,YAF9
4384,YNL108C,YNL108C
4385,YNL110C,NOP15
4386,YNL111C,CYB5
4387,YNL112W,DBP2
4388,YNL113W,RPC19
4389,YNL115C,YNL115C
4390,YNL116W,DMA2
4391,YNL117W,MLS1
4392,YNL118C,DCP2
4393,YNL119W,NCS2
4394,YNL121C,TOM70
4395,YNL122C,YNL122C
4396,YNL123W,NMA111
4397,YNL124W,NAF1
4398,YNL125C,ESBP6
4399,YNL126W,SPC98
4400,YNL127W,FAR11
4401,YNL128W,TEP1
4402,YNL129W,NRK1
4403,YNL130C,CPT1
4404,YNL131W,TOM22
4405,YNL132W,KRE33
4406,YNL133C,FYV6
4407,YNL134C,YNL134C
4408,YNL135C,FPR1
4409,YNL136W,EAF7
4410,YNL137C,NAM9
4411,YNL138W,SRV2
4412,YNL139C,THO2
4413,YNL141W,AAH1
4414,YNL142W,MEP2
4415,YNL144C,YNL144C
4416,YNL145W,MFA2
4417,YNL146W,YNL146W
4418,YNL147W,LSM7
4419,YNL148C,ALF1
4420,YNL149C,PGA2
4421,YNL151C,RPC31
4422,YNL152W,INN1
4423,YNL153C,GIM3
4424,YNL154C,YCK2
4425,YNL155W,CUZ1
4426,YNL156C,NSG2
4427,YNL157W,IGO1
4428,YNL158W,PGA1
4429,YNL159C,ASI2
4430,YNL160W,YGP1
4431,YNL161W,CBK1
4432,YNL162W,RPL42A
4433,YNL162W-A,YNL162W-A
4434,YNL163C,RIA1
4435,YNL164C,IBD2
4436,YNL165W,YNL165W
4437,YNL166C,BNI5
4438,YNL167C,SKO1
4439,YNL168C,FMP41
4440,YNL169C,PSD1
4441,YNL172W,APC1
4442,YNL173C,MDG1
4443,YNL175C,NOP13
4444,YNL176C,TDA7
4445,YNL177C,MRPL22
4446,YNL178W,RPS3
4447,YNL180C,RHO5
4448,YNL181W,YNL181W
4449,YNL182C,IPI3
4450,YNL183C,NPR1
4451,YNL185C,MRPL19
4452,YNL186W,UBP10
4453,YNL187W,SWT21
4454,YNL188W,KAR1
4455,YNL189W,SRP1
4456,YNL190W,YNL190W
4457,YNL191W,DUG3
4458,YNL192W,CHS1
4459,YNL193W,YNL193W
4460,YNL194C,YNL194C
4461,YNL195C,YNL195C
4462,YNL196C,SLZ1
4463,YNL197C,WHI3
4464,YNL199C,GCR2
4465,YNL200C,YNL200C
4466,YNL201C,PSY2
4467,YNL202W,SPS19
4468,YNL204C,SPS18
4469,YNL206C,RTT106
4470,YNL207W,RIO2
4471,YNL208W,YNL208W
4472,YNL209W,SSB2
4473,YNL210W,MER1
4474,YNL211C,MRX7
4475,YNL212W,VID27
4476,YNL213C,RRG9
4477,YNL214W,PEX17
4478,YNL215W,IES2
4479,YNL216W,RAP1
4480,YNL217W,YNL217W
4481,YNL218W,MGS1
4482,YNL219C,ALG9
4483,YNL220W,ADE12
4484,YNL221C,POP1
4485,YNL222W,SSU72
4486,YNL223W,ATG4
4487,YNL224C,SQS1
4488,YNL225C,CNM67
4489,YNL227C,JJJ1
4490,YNL229C,URE2
4491,YNL230C,ELA1
4492,YNL231C,PDR16
4493,YNL232W,CSL4
4494,YNL233W,BNI4
4495,YNL234W,YNL234W
4496,YNL236W,SIN4
4497,YNL237W,YTP1
4498,YNL238W,KEX2
4499,YNL239W,LAP3
4500,YNL240C,NAR1
4501,YNL241C,ZWF1
4502,YNL242W,ATG2
4503,YNL243W,SLA2
4504,YNL244C,SUI1
4505,YNL245C,CWC25
4506,YNL246W,VPS75
4507,YNL247W,YNL247W
4508,YNL248C,RPA49
4509,YNL249C,MPA43
4510,YNL250W,RAD50
4511,YNL251C,NRD1
4512,YNL252C,MRPL17
4513,YNL253W,TEX1
4514,YNL254C,RTC4
4515,YNL255C,GIS2
4516,YNL256W,FOL1
4517,YNL257C,SIP3
4518,YNL258C,DSL1
4519,YNL259C,ATX1
4520,YNL260C,LTO1
4521,YNL261W,ORC5
4522,YNL262W,POL2
4523,YNL263C,YIF1
4524,YNL264C,PDR17
4525,YNL265C,IST1
4526,YNL267W,PIK1
4527,YNL268W,LYP1
4528,YNL269W,BSC4
4529,YNL270C,ALP1
4530,YNL271C,BNI1
4531,YNL272C,SEC2
4532,YNL273W,TOF1
4533,YNL274C,GOR1
4534,YNL275W,BOR1
4535,YNL277W,MET2
4536,YNL278W,CAF120
4537,YNL279W,PRM1
4538,YNL280C,ERG24
4539,YNL281W,HCH1
4540,YNL282W,POP3
4541,YNL283C,WSC2
4542,YNL284C,MRPL10
4543,YNL286W,CUS2
4544,YNL287W,SEC21
4545,YNL288W,CAF40
4546,YNL289W,PCL1
4547,YNL290W,RFC3
4548,YNL291C,MID1
4549,YNL292W,PUS4
4551,YNL294C,RIM21
4552,YNL295W,MRX6
4553,YNL297C,MON2
4554,YNL298W,CLA4
4555,YNL299W,TRF5
4556,YNL300W,TOS6
4557,YNL301C,RPL18B
4558,YNL302C,RPS19B
4559,YNL304W,YPT11
4560,YNL305C,BXI1
4561,YNL306W,MRPS18
4562,YNL307C,MCK1
4563,YNL308C,KRI1
4564,YNL309W,STB1
4565,YNL310C,ZIM17
4566,YNL311C,SKP2
4567,YNL312W,RFA2
4568,YNL313C,EMW1
4569,YNL314W,DAL82
4570,YNL315C,ATP11
4571,YNL316C,PHA2
4572,YNL317W,PFS2
4573,YNL318C,HXT14
4574,YNL320W,YNL320W
4575,YNL321W,VNX1
4576,YNL322C,KRE1
4577,YNL323W,LEM3
4578,YNL325C,FIG4
4579,YNL326C,PFA3
4580,YNL327W,EGT2
4582,YNL329C,PEX6
4583,YNL330C,RPD3
4584,YNL331C,AAD14
4585,YNL332W,THI12
4586,YNL333W,SNZ2
4587,YNL334C,SNO2
4588,YNL335W,DDI3
4589,YNL336W,COS1
4590,YNL339C,YRF1-6
4591,YNR001C,CIT1
4592,YNR002C,ATO2
4593,YNR003C,RPC34
4594,YNR004W,SWM2
4595,YNR006W,VPS27
4596,YNR007C,ATG3
4597,YNR008W,LRO1
4598,YNR009W,NRM1
4599,YNR010W,CSE2
4600,YNR011C,PRP2
4601,YNR012W,URK1
4602,YNR013C,PHO91
4603,YNR014W,YNR014W
4604,YNR015W,SMM1
4605,YNR016C,ACC1
4606,YNR017W,TIM23
4607,YNR018W,RCF2
4608,YNR019W,ARE2
4609,YNR020C,ATP23
4610,YNR021W,YNR021W
4611,YNR022C,MRPL50
4612,YNR023W,SNF12
4613,YNR024W,MPP6
4614,YNR026C,SEC12
4615,YNR027W,BUD17
4616,YNR028W,CPR8
4617,YNR029C,YNR029C
4618,YNR030W,ALG12
4619,YNR031C,SSK2
4620,YNR032C-A,HUB1
4621,YNR032W,PPG1
4622,YNR033W,ABZ1
4623,YNR034W,SOL1
4624,YNR034W-A,EGO4
4625,YNR035C,ARC35
4626,YNR036C,MRPS12
4627,YNR037C,RSM19
4628,YNR038W,DBP6
4629,YNR039C,ZRG17
4630,YNR040W,YNR040W
4631,YNR041C,COQ2
4632,YNR043W,MVD1
4633,YNR044W,AGA1
4634,YNR045W,PET494
4635,YNR046W,TRM112
4636,YNR047W,FPK1
4637,YNR048W,YNR048W
4638,YNR049C,MSO1
4639,YNR050C,LYS9
4640,YNR051C,BRE5
4641,YNR052C,POP2
4642,YNR053C,NOG2
4643,YNR054C,ESF2
4644,YNR055C,HOL1
4645,YNR056C,BIO5
4646,YNR057C,BIO4
4647,YNR058W,BIO3
4648,YNR059W,MNT4
4649,YNR060W,FRE4
4650,YNR061C,YNR061C
4651,YNR062C,YNR062C
4652,YNR063W,YNR063W
4653,YNR064C,YNR064C
4654,YNR065C,YNR065C
4655,YNR066C,YNR066C
4656,YNR067C,DSE4
4657,YNR068C,YNR068C
4658,YNR069C,BSC5
4659,YNR070W,PDR18
4660,YNR071C,YNR071C
4661,YNR072W,HXT17
4662,YNR073C,YNR073C
4663,YNR074C,AIF1
4664,YNR075W,COS10
4665,YNR076W,PAU6
4666,YOL001W,PHO80
4667,YOL002C,IZH2
4668,YOL003C,PFA4
4669,YOL004W,SIN3
4670,YOL005C,RPB11
4671,YOL006C,TOP1
4672,YOL007C,CSI2
4673,YOL008W,COQ10
4674,YOL009C,MDM12
4675,YOL010W,RCL1
4676,YOL011W,PLB3
4677,YOL012C,HTZ1
4678,YOL013C,HRD1
4679,YOL014W,YOL014W
4680,YOL015W,IRC10
4681,YOL016C,CMK2
4682,YOL017W,ESC8
4683,YOL018C,TLG2
4684,YOL019W,YOL019W
4685,YOL020W,TAT2
4686,YOL021C,DIS3
4687,YOL022C,TSR4
4688,YOL023W,IFM1
4689,YOL024W,YOL024W
4690,YOL025W,LAG2
4691,YOL026C,MIM1
4692,YOL027C,MDM38
4693,YOL028C,YAP7
4694,YOL029C,YOL029C
4695,YOL030W,GAS5
4696,YOL031C,SIL1
4697,YOL032W,OPI10
4698,YOL033W,MSE1
4699,YOL034W,SMC5
4700,YOL036W,YOL036W
4701,YOL038W,PRE6
4702,YOL039W,RPP2A
4703,YOL040C,RPS15
4704,YOL041C,NOP12
4705,YOL042W,NGL1
4706,YOL043C,NTG2
4707,YOL044W,PEX15
4708,YOL045W,PSK2
4709,YOL047C,LDS2
4710,YOL048C,RRT8
4711,YOL049W,GSH2
4712,YOL051W,GAL11
4713,YOL052C,SPE2
4714,YOL052C-A,DDR2
4715,YOL053W,AIM39
4716,YOL054W,PSH1
4717,YOL055C,THI20
4718,YOL056W,GPM3
4719,YOL057W,YOL057W
4720,YOL058W,ARG1
4721,YOL059W,GPD2
4722,YOL060C,MAM3
4723,YOL061W,PRS5
4724,YOL062C,APM4
4725,YOL063C,CRT10
4726,YOL064C,MET22
4727,YOL065C,INP54
4728,YOL066C,RIB2
4729,YOL067C,RTG1
4730,YOL068C,HST1
4731,YOL069W,NUF2
4732,YOL070C,NBA1
4733,YOL071W,SDH5
4734,YOL072W,THP1
4735,YOL073C,DSC2
4736,YOL075C,YOL075C
4737,YOL076W,MDM20
4738,YOL077C,BRX1
4739,YOL077W-A,ATP19
4740,YOL078W,AVO1
4741,YOL080C,REX4
4742,YOL081W,IRA2
4743,YOL082W,ATG19
4744,YOL083W,ATG34
4745,YOL084W,PHM7
4746,YOL086C,ADH1
4747,YOL086W-A,MHF1
4748,YOL087C,DUF1
4749,YOL088C,MPD2
4750,YOL089C,HAL9
4751,YOL090W,MSH2
4752,YOL091W,SPO21
4753,YOL092W,YPQ1
4754,YOL093W,TRM10
4755,YOL094C,RFC4
4756,YOL095C,HMI1
4757,YOL096C,COQ3
4758,YOL097C,WRS1
4759,YOL098C,SDD3
4760,YOL100W,PKH2
4761,YOL101C,IZH4
4762,YOL102C,TPT1
4763,YOL103W,ITR2
4764,YOL104C,NDJ1
4765,YOL105C,WSC3
4766,YOL107W,YOL107W
4767,YOL108C,INO4
4768,YOL109W,ZEO1
4769,YOL110W,SHR5
4770,YOL111C,MDY2
4771,YOL112W,MSB4
4772,YOL113W,SKM1
4773,YOL114C,PTH4
4774,YOL115W,PAP2
4775,YOL116W,MSN1
4777,YOL119C,MCH4
4778,YOL120C,RPL18A
4779,YOL121C,RPS19A
4780,YOL122C,SMF1
4781,YOL123W,HRP1
4782,YOL124C,TRM11
4783,YOL125W,TRM13
4784,YOL126C,MDH2
4785,YOL127W,RPL25
4786,YOL128C,YGK3
4787,YOL129W,VPS68
4788,YOL130W,ALR1
4789,YOL131W,YOL131W
4790,YOL132W,GAS4
4791,YOL133W,HRT1
4792,YOL135C,MED7
4793,YOL136C,PFK27
4794,YOL137W,BSC6
4795,YOL138C,RTC1
4796,YOL139C,CDC33
4797,YOL140W,ARG8
4798,YOL141W,PPM2
4799,YOL142W,RRP40
4800,YOL143C,RIB4
4801,YOL144W,NOP8
4802,YOL145C,CTR9
4803,YOL146W,PSF3
4804,YOL147C,PEX11
4805,YOL148C,SPT20
4806,YOL149W,DCP1
4807,YOL151W,GRE2
4808,YOL152W,FRE7
4809,YOL154W,ZPS1
4810,YOL155C,HPF1
4811,YOL156W,HXT11
4812,YOL157C,IMA2
4813,YOL158C,ENB1
4814,YOL159C,YOL159C
4815,YOL159C-A,YOL159C-A
4816,YOL161C,PAU20
4817,YOL162W,YOL162W
4818,YOL163W,YOL163W
4819,YOL164W,BDS1
4820,YOL165C,AAD15
4821,YOR001W,RRP6
4822,YOR002W,ALG6
4823,YOR003W,YSP3
4824,YOR004W,UTP23
4825,YOR005C,DNL4
4826,YOR006C,TSR3
4827,YOR007C,SGT2
4828,YOR008C,SLG1
4829,YOR009W,TIR4
4830,YOR010C,TIR2
4831,YOR011W,AUS1
4832,YOR012W,YOR012W
4833,YOR014W,RTS1
4834,YOR016C,ERP4
4835,YOR017W,PET127
4836,YOR018W,ROD1
4837,YOR019W,YOR019W
4838,YOR020C,HSP10
4839,YOR021C,SFM1
4840,YOR022C,YOR022C
4841,YOR023C,AHC1
4842,YOR025W,HST3
4843,YOR026W,BUB3
4844,YOR027W,STI1
4845,YOR028C,CIN5
4846,YOR030W,DFG16
4847,YOR031W,CRS5
4848,YOR032C,HMS1
4849,YOR033C,EXO1
4850,YOR034C,AKR2
4851,YOR035C,SHE4
4852,YOR036W,PEP12
4853,YOR037W,CYC2
4854,YOR038C,HIR2
4855,YOR039W,CKB2
4856,YOR040W,GLO4
4857,YOR042W,CUE5
4858,YOR043W,WHI2
4859,YOR044W,IRC23
4860,YOR045W,TOM6
4861,YOR046C,DBP5
4862,YOR047C,STD1
4863,YOR048C,RAT1
4864,YOR049C,RSB1
4865,YOR051C,ETT1
4866,YOR052C,TMC1
4867,YOR054C,VHS3
4868,YOR056C,NOB1
4869,YOR057W,SGT1
4870,YOR058C,ASE1
4871,YOR059C,LPL1
4872,YOR060C,SLD7
4873,YOR061W,CKA2
4874,YOR062C,YOR062C
4875,YOR063W,RPL3
4876,YOR064C,YNG1
4877,YOR065W,CYT1
4878,YOR066W,MSA1
4879,YOR067C,ALG8
4880,YOR068C,VAM10
4881,YOR069W,VPS5
4882,YOR070C,GYP1
4883,YOR071C,NRT1
4884,YOR073W,SGO1
4885,YOR074C,CDC21
4886,YOR075W,UFE1
4887,YOR076C,SKI7
4888,YOR077W,RTS2
4889,YOR078W,BUD21
4890,YOR079C,ATX2
4891,YOR080W,DIA2
4892,YOR081C,TGL5
4893,YOR083W,WHI5
4894,YOR084W,LPX1
4895,YOR085W,OST3
4896,YOR086C,TCB1
4897,YOR087W,YVC1
4898,YOR089C,VPS21
4899,YOR090C,PTC5
4900,YOR091W,TMA46
4901,YOR092W,ECM3
4902,YOR093C,CMR2
4903,YOR094W,ARF3
4904,YOR095C,RKI1
4905,YOR096W,RPS7A
4906,YOR097C,YOR097C
4907,YOR098C,NUP1
4908,YOR099W,KTR1
4909,YOR100C,CRC1
4910,YOR101W,RAS1
4911,YOR103C,OST2
4912,YOR104W,PIN2
4913,YOR106W,VAM3
4914,YOR107W,RGS2
4915,YOR108W,LEU9
4916,YOR109W,INP53
4917,YOR110W,TFC7
4918,YOR111W,YOR111W
4919,YOR112W,CEX1
4920,YOR113W,AZF1
4921,YOR114W,YOR114W
4922,YOR115C,TRS33
4923,YOR116C,RPO31
4924,YOR117W,RPT5
4925,YOR118W,RTC5
4926,YOR119C,RIO1
4927,YOR120W,GCY1
4928,YOR122C,PFY1
4929,YOR123C,LEO1
4930,YOR124C,UBP2
4931,YOR125C,CAT5
4932,YOR126C,IAH1
4933,YOR127W,RGA1
4934,YOR128C,ADE2
4935,YOR129C,AFI1
4936,YOR130C,ORT1
4937,YOR131C,YOR131C
4938,YOR132W,VPS17
4939,YOR133W,EFT1
4940,YOR134W,BAG7
4941,YOR136W,IDH2
4942,YOR137C,SIA1
4943,YOR138C,RUP1
4944,YOR140W,SFL1
4945,YOR141C,ARP8
4946,YOR142W,LSC1
4947,YOR143C,THI80
4948,YOR144C,ELG1
4949,YOR145C,PNO1
4950,YOR147W,MDM32
4951,YOR148C,SPP2
4952,YOR149C,SMP3
4953,YOR150W,MRPL23
4954,YOR151C,RPB2
4955,YOR152C,ATG40
4956,YOR153W,PDR5
4957,YOR154W,SLP1
4958,YOR155C,ISN1
4959,YOR156C,NFI1
4960,YOR157C,PUP1
4961,YOR158W,PET123
4962,YOR159C,SME1
4963,YOR160W,MTR10
4964,YOR161C,PNS1
4965,YOR162C,YRR1
4966,YOR163W,DDP1
4967,YOR164C,GET4
4968,YOR165W,SEY1
4969,YOR166C,SWT1
4970,YOR167C,RPS28A
4971,YOR168W,GLN4
4972,YOR171C,LCB4
4973,YOR172W,YRM1
4974,YOR173W,DCS2
4975,YOR174W,MED4
4976,YOR175C,ALE1
4977,YOR176W,HEM15
4978,YOR177C,MPC54
4979,YOR178C,GAC1
4980,YOR179C,SYC1
4981,YOR180C,DCI1
4982,YOR181W,LAS17
4983,YOR182C,RPS30B
4984,YOR184W,SER1
4985,YOR185C,GSP2
4986,YOR186W,YOR186W
4987,YOR187W,TUF1
4988,YOR188W,MSB1
4989,YOR189W,IES4
4990,YOR190W,SPR1
4991,YOR191W,ULS1
4992,YOR192C,THI72
4993,YOR193W,PEX27
4994,YOR194C,TOA1
4995,YOR195W,SLK19
4996,YOR196C,LIP5
4997,YOR197W,MCA1
4998,YOR198C,BFR1
4999,YOR201C,MRM1
5000,YOR202W,HIS3
5002,YOR205C,GEP3
5003,YOR206W,NOC2
5004,YOR207C,RET1
5005,YOR208W,PTP2
5006,YOR209C,NPT1
5007,YOR210W,RPB10
5008,YOR211C,MGM1
5009,YOR212W,STE4
5010,YOR213C,SAS5
5011,YOR214C,SPR2
5012,YOR215C,AIM41
5013,YOR216C,RUD3
5014,YOR217W,RFC1
5015,YOR219C,STE13
5016,YOR220W,RCN2
5017,YOR221C,MCT1
5018,YOR222W,ODC2
5019,YOR223W,DSC3
5020,YOR224C,RPB8
5021,YOR226C,ISU2
5022,YOR227W,HER1
5023,YOR228C,MCP1
5024,YOR229W,WTM2
5025,YOR230W,WTM1
5026,YOR231W,MKK1
5027,YOR232W,MGE1
5028,YOR233W,KIN4
5029,YOR234C,RPL33B
5030,YOR236W,DFR1
5031,YOR237W,HES1
5032,YOR238W,YOR238W
5033,YOR239W,ABP140
5034,YOR241W,MET7
5035,YOR242C,SSP2
5036,YOR243C,PUS7
5037,YOR244W,ESA1
5038,YOR245C,DGA1
5039,YOR246C,ENV9
5040,YOR247W,SRL1
5041,YOR249C,APC5
5042,YOR250C,CLP1
5043,YOR251C,TUM1
5044,YOR252W,TMA16
5045,YOR253W,NAT5
5046,YOR254C,SEC63
5047,YOR255W,OSW1
5048,YOR256C,TRE2
5049,YOR257W,CDC31
5050,YOR258W,HNT3
5051,YOR259C,RPT4
5052,YOR260W,GCD1
5053,YOR261C,RPN8
5054,YOR262W,GPN2
5055,YOR264W,DSE3
5056,YOR265W,RBL2
5057,YOR266W,PNT1
5058,YOR267C,HRK1
5059,YOR269W,PAC1
5060,YOR270C,VPH1
5061,YOR271C,FSF1
5062,YOR272W,YTM1
5063,YOR273C,TPO4
5064,YOR274W,MOD5
5065,YOR275C,RIM20
5067,YOR278W,HEM4
5068,YOR279C,RFM1
