,ID_REF,IDENTIFIER
2067,YGR089W,NNF2
2068,YGR090W,UTP22
2069,YGR091W,PRP31
2070,YGR092W,DBF2
2071,YGR093W,DRN1
2072,YGR094W,VAS1
2073,YGR095C,RRP46
2074,YGR096W,TPC1
2075,YGR097W,ASK10
2076,YGR098C,ESP1
2077,YGR099W,TEL2
2078,YGR100W,MDR1
2079,YGR101W,PCP1
2080,YGR102C,GTF1
2081,YGR103W,NOP7
2082,YGR104C,SRB5
2083,YGR105W,VMA21
2084,YGR106C,VOA1
2085,YGR108W,CLB1
2086,YGR109C,CLB6
2087,YGR110W,CLD1
2088,YGR111W,YGR111W
2089,YGR112W,SHY1
2090,YGR113W,DAM1
2091,YGR116W,SPT6
2092,YGR117C,YGR117C
2093,YGR118W,RPS23A
2094,YGR119C,NUP57
2095,YGR120C,COG2
2096,YGR121C,MEP1
2097,YGR122W,YGR122W
2098,YGR123C,PPT1
2099,YGR124W,ASN2
2100,YGR125W,YGR125W
2101,YGR126W,YGR126W
2102,YGR127W,YGR127W
2103,YGR128C,UTP8
2104,YGR129W,SYF2
2105,YGR130C,YGR130C
2106,YGR131W,FHN1
2107,YGR132C,PHB1
2108,YGR133W,PEX4
2109,YGR134W,CAF130
2110,YGR135W,PRE9
2111,YGR136W,LSB1
2112,YGR138C,TPO2
2113,YGR140W,CBF2
2114,YGR141W,VPS62
2115,YGR142W,BTN2
2116,YGR143W,SKN1
2117,YGR144W,THI4
2118,YGR145W,ENP2
2119,YGR146C,ECL1
2120,YGR147C,NAT2
2121,YGR148C,RPL24B
2122,YGR149W,YGR149W
2123,YGR150C,CCM1
2124,YGR152C,RSR1
2125,YGR153W,YGR153W
2126,YGR154C,GTO1
2127,YGR155W,CYS4
2128,YGR156W,PTI1
2129,YGR157W,CHO2
2130,YGR158C,MTR3
2131,YGR159C,NSR1
2132,YGR161C,RTS3
2133,YGR162W,TIF4631
2134,YGR163W,GTR2
2135,YGR165W,MRPS35
2136,YGR166W,TRS65
2137,YGR167W,CLC1
2138,YGR168C,YGR168C
2139,YGR169C,PUS6
2140,YGR170W,PSD2
2141,YGR171C,MSM1
2142,YGR172C,YIP1
2143,YGR173W,RBG2
2144,YGR174C,CBP4
2145,YGR175C,ERG1
2146,YGR177C,ATF2
2147,YGR178C,PBP1
2148,YGR179C,OKP1
2149,YGR180C,RNR4
2150,YGR181W,TIM13
2151,YGR183C,QCR9
2152,YGR184C,UBR1
2153,YGR185C,TYS1
2154,YGR186W,TFG1
2155,YGR187C,HGH1
2156,YGR188C,BUB1
2157,YGR189C,CRH1
2158,YGR191W,HIP1
2159,YGR192C,TDH3
2160,YGR193C,PDX1
2161,YGR194C,XKS1
2162,YGR195W,SKI6
2163,YGR196C,FYV8
2164,YGR197C,SNG1
2165,YGR198W,YPP1
2166,YGR199W,PMT6
2167,YGR200C,ELP2
2168,YGR201C,YGR201C
2169,YGR202C,PCT1
2170,YGR203W,YCH1
2171,YGR204W,ADE3
2172,YGR205W,TDA10
2173,YGR206W,MVB12
2174,YGR207C,CIR1
2175,YGR208W,SER2
2176,YGR209C,TRX2
2177,YGR210C,YGR210C
2178,YGR211W,ZPR1
2179,YGR212W,SLI1
2180,YGR213C,RTA1
2181,YGR214W,RPS0A
2182,YGR215W,RSM27
2183,YGR216C,GPI1
2184,YGR217W,CCH1
2185,YGR218W,CRM1
2186,YGR220C,MRPL9
2187,YGR221C,TOS2
2188,YGR222W,PET54
2189,YGR223C,HSV2
2190,YGR224W,AZR1
2191,YGR225W,AMA1
2192,YGR226C,YGR226C
2193,YGR227W,DIE2
2194,YGR229C,SMI1
2195,YGR230W,BNS1
2196,YGR231C,PHB2
2197,YGR232W,NAS6
2198,YGR233C,PHO81
2199,YGR234W,YHB1
2200,YGR235C,MIC26
2201,YGR236C,SPG1
2202,YGR237C,YGR237C
2203,YGR238C,KEL2
2204,YGR239C,PEX21
2205,YGR240C,PFK1
2206,YGR241C,YAP1802
2207,YGR243W,MPC3
2208,YGR244C,LSC2
2209,YGR245C,SDA1
2210,YGR246C,BRF1
2211,YGR247W,CPD1
2212,YGR248W,SOL4
2213,YGR249W,MGA1
2214,YGR250C,YGR250C
2215,YGR251W,NOP19
2216,YGR252W,GCN5
2217,YGR253C,PUP2
2218,YGR254W,ENO1
2219,YGR255C,COQ6
2220,YGR256W,GND2
2221,YGR257C,MTM1
2222,YGR258C,RAD2
2223,YGR260W,TNA1
2224,YGR261C,APL6
2225,YGR262C,BUD32
2226,YGR263C,SAY1
2227,YGR264C,MES1
2228,YGR266W,YGR266W
2229,YGR267C,FOL2
2230,YGR268C,HUA1
2231,YGR270W,YTA7
2232,YGR271C-A,EFG1
2233,YGR271W,SLH1
2234,YGR272C,EFG1
2235,YGR273C,YGR273C
2236,YGR274C,TAF1
2237,YGR275W,RTT102
2238,YGR276C,RNH70
2239,YGR277C,CAB4
2240,YGR278W,CWC22
2241,YGR279C,SCW4
2242,YGR280C,PXR1
2243,YGR281W,YOR1
2244,YGR282C,BGL2
2245,YGR283C,YGR283C
2246,YGR284C,ERV29
2247,YGR285C,ZUO1
2248,YGR286C,BIO2
2249,YGR287C,IMA1
2250,YGR288W,MAL13
2251,YGR289C,MAL11
2252,YGR292W,MAL12
2253,YGR294W,PAU12
2254,YGR295C,COS6
2255,YGR296W,YRF1-3
2256,YHL001W,RPL14B
2257,YHL002W,HSE1
2258,YHL003C,LAG1
2259,YHL004W,MRP4
2261,YHL007C,STE20
2262,YHL008C,YHL008C
2263,YHL009C,YAP3
2264,YHL010C,ETP1
2265,YHL011C,PRS3
2266,YHL012W,YHL012W
2267,YHL013C,OTU2
2268,YHL014C,YLF2
2269,YHL015W,RPS20
2270,YHL016C,DUR3
2271,YHL017W,YHL017W
2272,YHL018W,YHL018W
2273,YHL019C,APM2
2274,YHL020C,OPI1
2275,YHL021C,AIM17
2276,YHL022C,SPO11
2277,YHL023C,NPR3
2278,YHL024W,RIM4
2279,YHL025W,SNF6
2280,YHL026C,YHL026C
2281,YHL027W,RIM101
2282,YHL028W,WSC4
2283,YHL029C,OCA5
2284,YHL030W,ECM29
2285,YHL031C,GOS1
2286,YHL032C,GUT1
2287,YHL033C,RPL8A
2288,YHL034C,SBP1
2289,YHL035C,VMR1
2290,YHL036W,MUP3
2291,YHL038C,CBP2
2292,YHL039W,EFM1
2293,YHL040C,ARN1
2294,YHL042W,YHL042W
2295,YHL043W,ECM34
2296,YHL044W,YHL044W
2297,YHL046C,PAU13
2298,YHL047C,ARN2
2299,YHL048W,COS8
2300,YHL049C,YHL049C
2301,YHL050C,YHL050C
2302,YHR001W,OSH7
2303,YHR001W-A,QCR10
2304,YHR002W,LEU5
2305,YHR003C,TCD1
2306,YHR004C,NEM1
2307,YHR005C,GPA1
2308,YHR005C-A,TIM10
2309,YHR006W,STP2
2310,YHR007C,ERG11
2311,YHR008C,SOD2
2312,YHR009C,TDA3
2313,YHR010W,RPL27A
2314,YHR011W,DIA4
2315,YHR012W,VPS29
2316,YHR013C,ARD1
2317,YHR014W,SPO13
2318,YHR015W,MIP6
2319,YHR016C,YSC84
2320,YHR017W,YSC83
2321,YHR018C,ARG4
2322,YHR019C,DED81
2323,YHR020W,YHR020W
2324,YHR021C,RPS27B
2325,YHR021W-A,ECM12
2326,YHR022C,YHR022C
2327,YHR023W,MYO1
2328,YHR024C,MAS2
2329,YHR025W,THR1
2330,YHR026W,VMA16
2331,YHR027C,RPN1
2332,YHR028C,DAP2
2333,YHR029C,YHI9
2334,YHR030C,SLT2
2335,YHR031C,RRM3
2336,YHR032W,ERC1
2337,YHR033W,YHR033W
2338,YHR034C,PIH1
2340,YHR036W,BRL1
2341,YHR037W,PUT2
2342,YHR038W,RRF1
2343,YHR039C,MSC7
2344,YHR039C-A,VMA10
2345,YHR040W,BCD1
2346,YHR041C,SRB2
2347,YHR042W,NCP1
2348,YHR043C,DOG2
2349,YHR044C,DOG1
2350,YHR045W,YHR045W
2351,YHR046C,INM1
2352,YHR047C,AAP1
2353,YHR048W,YHK8
2354,YHR049W,FSH1
2355,YHR050W,SMF2
2356,YHR051W,COX6
2357,YHR052W,CIC1
2358,YHR053C,CUP1-1
2359,YHR054C,YHR054C
2360,YHR055C,CUP1-2
2361,YHR056C,RSC30
2362,YHR057C,CPR2
2363,YHR058C,MED6
2364,YHR059W,FYV4
2365,YHR060W,VMA22
2366,YHR061C,GIC1
2367,YHR062C,RPP1
2368,YHR063C,PAN5
2369,YHR064C,SSZ1
2370,YHR065C,RRP3
2371,YHR066W,SSF1
2372,YHR067W,HTD2
2373,YHR068W,DYS1
2374,YHR069C,RRP4
2375,YHR070W,TRM5
2376,YHR071W,PCL5
2377,YHR072W,ERG7
2378,YHR072W-A,NOP10
2379,YHR073W,OSH3
2380,YHR074W,QNS1
2381,YHR075C,PPE1
2382,YHR076W,PTC7
2383,YHR077C,NMD2
2384,YHR078W,YHR078W
2385,YHR079C,IRE1
2386,YHR079C-A,SAE3
2387,YHR080C,LAM4
2388,YHR081W,LRP1
2389,YHR082C,KSP1
2390,YHR083W,SAM35
2391,YHR084W,STE12
2392,YHR085W,IPI1
2393,YHR086W,NAM8
2394,YHR087W,RTC3
2395,YHR088W,RPF1
2396,YHR089C,GAR1
2397,YHR090C,YNG2
2398,YHR091C,MSR1
2400,YHR094C,HXT1
2401,YHR096C,HXT5
2402,YHR097C,YHR097C
2403,YHR098C,SFB3
2404,YHR099W,TRA1
2405,YHR100C,GEP4
2406,YHR101C,BIG1
2407,YHR102W,KIC1
2408,YHR103W,SBE22
2409,YHR104W,GRE3
2410,YHR105W,YPT35
2411,YHR106W,TRR2
2412,YHR107C,CDC12
2413,YHR108W,GGA2
2414,YHR109W,CTM1
2415,YHR110W,ERP5
2416,YHR111W,UBA4
2417,YHR112C,YHR112C
2418,YHR113W,APE4
2419,YHR114W,BZZ1
2420,YHR115C,DMA1
2421,YHR116W,COX23
2422,YHR117W,TOM71
2423,YHR118C,ORC6
2424,YHR119W,SET1
2425,YHR120W,MSH1
2426,YHR121W,LSM12
2427,YHR122W,CIA2
2428,YHR123W,EPT1
2429,YHR124W,NDT80
2430,YHR126C,ANS1
2431,YHR127W,YHR127W
2432,YHR128W,FUR1
2433,YHR129C,ARP1
2434,YHR131C,YHR131C
2435,YHR132C,ECM14
2436,YHR132W-A,IGO2
2437,YHR133C,NSG1
2438,YHR134W,WSS1
2439,YHR135C,YCK1
2440,YHR136C,SPL2
2441,YHR137W,ARO9
2442,YHR138C,YHR138C
2443,YHR139C,SPS100
2444,YHR140W,YHR140W
2445,YHR141C,RPL42B
2446,YHR142W,CHS7
2447,YHR143W,DSE2
2448,YHR143W-A,RPC10
2449,YHR144C,DCD1
2450,YHR146W,CRP1
2451,YHR147C,MRPL6
2452,YHR148W,IMP3
2453,YHR149C,SKG6
2454,YHR150W,PEX28
2455,YHR151C,MTC6
2456,YHR152W,SPO12
2457,YHR153C,SPO16
2458,YHR154W,RTT107
2459,YHR155W,LAM1
2460,YHR156C,LIN1
2461,YHR157W,REC104
2462,YHR158C,KEL1
2463,YHR159W,TDA11
2464,YHR160C,PEX18
2465,YHR161C,YAP1801
2466,YHR162W,MPC2
2467,YHR163W,SOL3
2468,YHR164C,DNA2
2469,YHR165C,PRP8
2470,YHR166C,CDC23
2471,YHR167W,THP2
2472,YHR168W,MTG2
2473,YHR169W,DBP8
2474,YHR170W,NMD3
2475,YHR171W,ATG7
2476,YHR172W,SPC97
2477,YHR174W,ENO2
2478,YHR175W,CTR2
2479,YHR176W,FMO1
2480,YHR177W,YHR177W
2481,YHR178W,STB5
2482,YHR179W,OYE2
2483,YHR181W,SVP26
2484,YHR182W,YHR182W
2485,YHR183W,GND1
2486,YHR184W,SSP1
2487,YHR185C,PFS1
2488,YHR186C,KOG1
2489,YHR187W,IKI1
2490,YHR188C,GPI16
2491,YHR189W,PTH1
2492,YHR190W,ERG9
2493,YHR191C,CTF8
2494,YHR192W,LNP1
2495,YHR193C,EGD2
2496,YHR194W,MDM31
2498,YHR196W,UTP9
2499,YHR197W,RIX1
2500,YHR198C,AIM18
2501,YHR199C,AIM46
2502,YHR200W,RPN10
2503,YHR201C,PPX1
2504,YHR202W,YHR202W
2505,YHR203C,RPS4B
2506,YHR204W,MNL1
2507,YHR205W,SCH9
2508,YHR206W,SKN7
2509,YHR207C,SET5
2510,YHR208W,BAT1
2511,YHR209W,CRG1
2512,YHR210C,YHR210C
2513,YHR211W,FLO5
2515,YHR214W,YHR214W
2516,YHR215W,PHO12
2517,YHR216W,IMD2
2518,YHR218W,YHR218W
2519,YHR219W,YHR219W
2520,YIL001W,YIL001W
2521,YIL002C,INP51
2522,YIL003W,CFD1
2523,YIL004C,BET1
2524,YIL005W,EPS1
2525,YIL006W,YIA6
2526,YIL007C,NAS2
2527,YIL008W,URM1
2528,YIL009C-A,EST3
2529,YIL009W,FAA3
2530,YIL010W,DOT5
2531,YIL011W,TIR3
2532,YIL013C,PDR11
2533,YIL014C-A,YIL014C-A
2534,YIL014W,MNT3
2535,YIL015W,BAR1
2536,YIL016W,SNL1
2537,YIL017C,VID28
2538,YIL018W,RPL2B
2539,YIL019W,FAF1
2540,YIL020C,HIS6
2541,YIL021W,RPB3
2542,YIL022W,TIM44
2543,YIL023C,YKE4
2544,YIL024C,YIL024C
2545,YIL026C,IRR1
2546,YIL027C,EMC5
2547,YIL029C,YIL029C
2548,YIL030C,SSM4
2549,YIL031W,ULP2
2550,YIL033C,BCY1
2551,YIL034C,CAP2
2552,YIL035C,CKA1
2553,YIL036W,CST6
2554,YIL037C,PRM2
2555,YIL038C,NOT3
2556,YIL039W,TED1
2557,YIL040W,APQ12
2558,YIL041W,GVP36
2559,YIL042C,PKP1
2560,YIL043C,CBR1
2561,YIL044C,AGE2
2562,YIL045W,PIG2
2563,YIL046W,MET30
2564,YIL047C,SYG1
2565,YIL048W,NEO1
2566,YIL049W,DFG10
2567,YIL050W,PCL7
2568,YIL051C,MMF1
2569,YIL052C,RPL34B
2570,YIL053W,GPP1
2571,YIL055C,YIL055C
2572,YIL056W,VHR1
2573,YIL057C,RGI2
2574,YIL061C,SNP1
2575,YIL062C,ARC15
2576,YIL063C,YRB2
2577,YIL064W,EFM4
2578,YIL065C,FIS1
2579,YIL066C,RNR3
2580,YIL067C,YIL067C
2581,YIL068C,SEC6
2582,YIL069C,RPS24B
2583,YIL070C,MAM33
2584,YIL071C,PCI8
2585,YIL072W,HOP1
2586,YIL073C,SPO22
2587,YIL074C,SER33
2588,YIL075C,RPN2
2589,YIL076W,SEC28
2590,YIL077C,YIL077C
2591,YIL078W,THS1
2592,YIL079C,AIR1
2593,YIL083C,CAB2
2594,YIL084C,SDS3
2595,YIL085C,KTR7
2596,YIL087C,AIM19
2597,YIL088C,AVT7
2598,YIL089W,YIL089W
2599,YIL090W,ICE2
2600,YIL091C,UTP25
2601,YIL092W,YIL092W
2602,YIL093C,RSM25
2603,YIL094C,LYS12
2604,YIL095W,PRK1
2605,YIL096C,BMT5
2606,YIL097W,FYV10
2607,YIL098C,FMC1
2608,YIL099W,SGA1
2609,YIL101C,XBP1
2610,YIL102C,YIL102C
2611,YIL103W,DPH1
2612,YIL104C,SHQ1
2613,YIL105C,SLM1
2614,YIL106W,MOB1
2615,YIL107C,PFK26
2616,YIL108W,YIL108W
2617,YIL109C,SEC24
2618,YIL110W,HPM1
2619,YIL111W,COX5B
2620,YIL112W,HOS4
2621,YIL113W,SDP1
2622,YIL114C,POR2
2623,YIL115C,NUP159
2624,YIL116W,HIS5
2625,YIL117C,PRM5
2626,YIL118W,RHO3
2627,YIL119C,RPI1
2628,YIL120W,QDR1
2629,YIL121W,QDR2
2630,YIL122W,POG1
2631,YIL123W,SIM1
2632,YIL124W,AYR1
2633,YIL125W,KGD1
2634,YIL126W,STH1
2635,YIL127C,RRT14
2636,YIL128W,MET18
2637,YIL129C,TAO3
2638,YIL130W,ASG1
2639,YIL131C,FKH1
2640,YIL132C,CSM2
2641,YIL133C,RPL16A
2642,YIL134W,FLX1
2643,YIL135C,VHS2
2644,YIL136W,OM45
2645,YIL137C,TMA108
2646,YIL138C,TPM2
2647,YIL139C,REV7
2648,YIL140W,AXL2
2649,YIL142W,CCT2
2650,YIL143C,SSL2
2651,YIL144W,NDC80
2652,YIL145C,PAN6
2653,YIL146C,ATG32
2654,YIL147C,SLN1
2655,YIL148W,RPL40A
2656,YIL149C,MLP2
2657,YIL150C,MCM10
2658,YIL151C,ESL1
2659,YIL152W,YIL152W
2660,YIL153W,RRD1
2661,YIL154C,IMP2'
2662,YIL155C,GUT2
2663,YIL156W,UBP7
2664,YIL157C,COA1
2665,YIL158W,AIM20
2666,YIL159W,BNR1
2667,YIL160C,POT1
2668,YIL161W,YIL161W
2669,YIL162W,SUC2
2670,YIL164C,NIT1
2671,YIL165C,YIL165C
2672,YIL166C,YIL166C
2673,YIL169C,YIL169C
2674,YIL172C,IMA3
2675,YIL173W,VTH1
2676,YIL176C,PAU14
2677,YIL177C,YIL177C
2678,YIR001C,SGN1
2679,YIR002C,MPH1
2680,YIR003W,AIM21
2682,YIR005W,IST3
2683,YIR006C,PAN1
2684,YIR007W,EGH1
2685,YIR008C,PRI1
2686,YIR009W,MSL1
2687,YIR010W,DSN1
2688,YIR011C,STS1
2689,YIR012W,SQT1
2690,YIR013C,GAT4
2691,YIR014W,YIR014W
2692,YIR015W,RPR2
2693,YIR016W,YIR016W
2694,YIR017C,MET28
2695,YIR018W,YAP5
2696,YIR019C,FLO11
2698,YIR022W,SEC11
2699,YIR023W,DAL81
2700,YIR024C,INA22
2701,YIR025W,MND2
2702,YIR026C,YVH1
2703,YIR027C,DAL1
2704,YIR028W,DAL4
2705,YIR029W,DAL2
2706,YIR030C,DCG1
2707,YIR031C,DAL7
2708,YIR032C,DAL3
2709,YIR033W,MGA2
2710,YIR034C,LYS1
2711,YIR035C,YIR035C
2712,YIR036C,IRC24
2713,YIR037W,HYR1
2714,YIR038C,GTT1
2715,YIR039C,YPS6
2716,YIR041W,PAU15
2717,YIR042C,YIR042C
2718,YJL001W,PRE3
2719,YJL002C,OST1
2720,YJL003W,COX16
2721,YJL004C,SYS1
2722,YJL005W,CYR1
2723,YJL006C,CTK2
2724,YJL008C,CCT8
2725,YJL010C,NOP9
2726,YJL011C,RPC17
2727,YJL012C,VTC4
2728,YJL012C-A,VTC4
2729,YJL013C,MAD3
2730,YJL014W,CCT3
2731,YJL016W,YJL016W
2732,YJL019W,MPS3
2733,YJL020C,BBC1
2734,YJL023C,PET130
2735,YJL024C,APS3
2736,YJL025W,RRN7
2737,YJL026W,RNR2
2738,YJL027C,YJL027C
2739,YJL029C,VPS53
2740,YJL030W,MAD2
2741,YJL031C,BET4
2742,YJL033W,HCA4
2743,YJL034W,KAR2
2744,YJL035C,TAD2
2745,YJL036W,SNX4
2746,YJL037W,IRC18
2747,YJL038C,LOH1
2748,YJL039C,NUP192
2749,YJL041W,NSP1
2750,YJL042W,MHP1
2751,YJL043W,YJL043W
2752,YJL044C,GYP6
2753,YJL045W,YJL045W
2754,YJL046W,AIM22
2755,YJL047C,RTT101
2756,YJL048C,UBX6
2757,YJL049W,CHM7
2758,YJL050W,MTR4
2759,YJL051W,IRC8
2760,YJL052C-A,YJL052C-A
2761,YJL052W,TDH1
2762,YJL053W,PEP8
2763,YJL054W,TIM54
2764,YJL055W,YJL055W
2765,YJL056C,ZAP1
2766,YJL057C,IKS1
2767,YJL058C,BIT61
2768,YJL059W,YHC3
2769,YJL060W,BNA3
2770,YJL061W,NUP82
2771,YJL062W,LAS21
2772,YJL062W-A,COA3
2773,YJL063C,MRPL8
2774,YJL065C,DLS1
2775,YJL066C,MPM1
2776,YJL068C,YJL068C
2777,YJL069C,UTP18
2778,YJL070C,YJL070C
2779,YJL071W,ARG2
2780,YJL072C,PSF2
2781,YJL073W,JEM1
2782,YJL074C,SMC3
2783,YJL076W,NET1
2784,YJL077C,ICS3
2785,YJL078C,PRY3
2786,YJL079C,PRY1
2787,YJL080C,SCP160
2788,YJL081C,ARP4
2789,YJL082W,IML2
2790,YJL083W,TAX4
2791,YJL084C,ALY2
2792,YJL085W,EXO70
2793,YJL087C,TRL1
2794,YJL088W,ARG3
2795,YJL089W,SIP4
2796,YJL090C,DPB11
2797,YJL091C,GWT1
2798,YJL092W,SRS2
2799,YJL093C,TOK1
2800,YJL094C,KHA1
2801,YJL095W,BCK1
2802,YJL096W,MRPL49
2803,YJL097W,PHS1
2804,YJL098W,SAP185
2805,YJL099W,CHS6
2806,YJL100W,LSB6
2807,YJL101C,GSH1
2808,YJL102W,MEF2
2809,YJL103C,GSM1
2810,YJL104W,PAM16
2811,YJL105W,SET4
2812,YJL106W,IME2
2813,YJL107C,YJL107C
2814,YJL108C,PRM10
2815,YJL109C,UTP10
2816,YJL110C,GZF3
2817,YJL111W,CCT7
2818,YJL112W,MDV1
2819,YJL115W,ASF1
2820,YJL116C,NCA3
2821,YJL117W,PHO86
2822,YJL118W,YJL118W
2823,YJL121C,RPE1
2824,YJL122W,ALB1
2825,YJL123C,MTC1
2826,YJL124C,LSM1
2827,YJL125C,GCD14
2828,YJL126W,NIT2
2829,YJL127C,SPT10
2830,YJL128C,PBS2
2831,YJL129C,TRK1
2832,YJL130C,URA2
2833,YJL131C,AIM23
2834,YJL132W,YJL132W
2835,YJL133W,MRS3
2836,YJL134W,LCB3
2837,YJL136C,RPS21B
2838,YJL137C,GLG2
2839,YJL138C,TIF2
2840,YJL139C,YUR1
2841,YJL140W,RPB4
2842,YJL141C,YAK1
2843,YJL143W,TIM17
2844,YJL144W,YJL144W
2845,YJL145W,SFH5
2846,YJL146W,IDS2
2847,YJL147C,MRX5
2848,YJL148W,RPA34
2849,YJL149W,DAS1
2850,YJL151C,SNA3
2851,YJL153C,INO1
2852,YJL154C,VPS35
2853,YJL155C,FBP26
2854,YJL156C,SSY5
2855,YJL157C,FAR1
2856,YJL158C,CIS3
2857,YJL159W,HSP150
2858,YJL160C,PIR5
2859,YJL161W,FMP33
2860,YJL162C,JJJ2
2861,YJL163C,YJL163C
2862,YJL164C,TPK1
2863,YJL165C,HAL5
2864,YJL166W,QCR8
2865,YJL167W,ERG20
2866,YJL168C,SET2
2867,YJL170C,ASG7
2868,YJL171C,YJL171C
2869,YJL172W,CPS1
2870,YJL173C,RFA3
2871,YJL174W,KRE9
2872,YJL176C,SWI3
2873,YJL177W,RPL17B
2874,YJL178C,ATG27
2875,YJL179W,PFD1
2876,YJL180C,ATP12
2877,YJL181W,YJL181W
2878,YJL183W,MNN11
2879,YJL184W,GON7
2880,YJL185C,ATG36
2881,YJL186W,MNN5
2882,YJL187C,SWE1
2883,YJL189W,RPL39
2884,YJL190C,RPS22A
2885,YJL191W,RPS14B
2886,YJL192C,SOP4
2887,YJL193W,YJL193W
2888,YJL194W,CDC6
2889,YJL196C,ELO1
2890,YJL197W,UBP12
2891,YJL198W,PHO90
2892,YJL200C,ACO2
2893,YJL201W,ECM25
2894,YJL203W,PRP21
2895,YJL204C,RCY1
2896,YJL205C,NCE101
2897,YJL206C,YJL206C
2898,YJL207C,LAA1
2899,YJL208C,NUC1
2900,YJL209W,CBP1
2901,YJL210W,PEX2
2902,YJL212C,OPT1
2903,YJL213W,YJL213W
2905,YJL216C,IMA5
2906,YJL217W,REE1
2907,YJL218W,YJL218W
2909,YJL221C,IMA4
2910,YJL222W,VTH2
2911,YJL223C,PAU1
2912,YJL225C,YJL225C
2913,YJR001W,AVT1
2914,YJR002W,MPP10
2915,YJR003C,MRX12
2916,YJR004C,SAG1
2917,YJR005W,APL1
2918,YJR006W,POL31
2920,YJR008W,MHO1
2921,YJR009C,TDH2
2922,YJR010C-A,SPC1
2923,YJR010W,MET3
2924,YJR011C,YJR011C
2925,YJR013W,GPI14
2926,YJR014W,TMA22
2927,YJR015W,YJR015W
2928,YJR016C,ILV3
2929,YJR017C,ESS1
2930,YJR019C,TES1
2931,YJR021C,REC107
2932,YJR022W,LSM8
2933,YJR024C,MDE1
2934,YJR025C,BNA1
2935,YJR030C,YJR030C
2936,YJR031C,GEA1
2937,YJR032W,CPR7
2938,YJR033C,RAV1
2939,YJR034W,PET191
2940,YJR035W,RAD26
2941,YJR036C,HUL4
2942,YJR039W,YJR039W
2943,YJR040W,GEF1
2944,YJR041C,URB2
2945,YJR042W,NUP85
2946,YJR043C,POL32
2947,YJR044C,VPS55
2948,YJR045C,SSC1
2949,YJR046W,TAH11
2950,YJR047C,ANB1
2951,YJR048W,CYC1
2952,YJR049C,UTR1
2953,YJR050W,ISY1
2954,YJR051W,OSM1
2955,YJR052W,RAD7
2956,YJR053W,BFA1
2957,YJR054W,KCH1
2958,YJR055W,HIT1
2959,YJR056C,YJR056C
2960,YJR057W,CDC8
2961,YJR058C,APS2
2962,YJR059W,PTK2
2963,YJR060W,CBF1
2964,YJR061W,YJR061W
2965,YJR062C,NTA1
2966,YJR063W,RPA12
2967,YJR064W,CCT5
2968,YJR065C,ARP3
2969,YJR066W,TOR1
2970,YJR067C,YAE1
2971,YJR068W,RFC2
2972,YJR069C,HAM1
2973,YJR070C,LIA1
2974,YJR072C,NPA3
2975,YJR073C,OPI3
2976,YJR074W,MOG1
2977,YJR075W,HOC1
2978,YJR076C,CDC11
2979,YJR077C,MIR1
2980,YJR078W,BNA2
2981,YJR079W,YJR079W
2982,YJR080C,AIM24
2983,YJR082C,EAF6
2984,YJR083C,ACF4
2985,YJR084W,YJR084W
2986,YJR085C,YJR085C
2987,YJR086W,STE18
2988,YJR088C,EMC2
2989,YJR089W,BIR1
2990,YJR090C,GRR1
2991,YJR091C,JSN1
2992,YJR092W,BUD4
2993,YJR093C,FIP1
2994,YJR094C,IME1
2995,YJR094W-A,RPL43B
2996,YJR095W,SFC1
2997,YJR096W,YJR096W
2998,YJR097W,JJJ3
2999,YJR098C,YJR098C
3000,YJR099W,YUH1
3001,YJR100C,AIM25
3002,YJR101W,RSM26
3003,YJR102C,VPS25
3004,YJR103W,URA8
3005,YJR104C,SOD1
3006,YJR105W,ADO1
3007,YJR106W,ECM27
3008,YJR107W,YJR107W
3009,YJR108W,ABM1
3010,YJR109C,CPA2
3011,YJR110W,YMR1
3012,YJR111C,YJR111C
3013,YJR112W,NNF1
3014,YJR113C,RSM7
3015,YJR114W,YJR114W
3016,YJR115W,YJR115W
3017,YJR116W,TDA4
3018,YJR117W,STE24
3019,YJR118C,ILM1
3020,YJR119C,JHD2
3021,YJR120W,YJR120W
3022,YJR121W,ATP2
3023,YJR122W,IBA57
3024,YJR123W,RPS5
3025,YJR124C,YJR124C
3026,YJR125C,ENT3
3027,YJR126C,VPS70
3028,YJR127C,RSF2
3029,YJR129C,EFM3
3030,YJR130C,STR2
3031,YJR131W,MNS1
3032,YJR132W,NMD5
3033,YJR133W,XPT1
3034,YJR134C,SGM1
3035,YJR135C,MCM22
3036,YJR135W-A,TIM8
3037,YJR136C,TTI2
3038,YJR137C,MET5
3039,YJR138W,IML1
3040,YJR139C,HOM6
3041,YJR140C,HIR3
3042,YJR141W,YJR141W
3043,YJR142W,YJR142W
3044,YJR143C,PMT4
3045,YJR144W,MGM101
3046,YJR145C,RPS4A
3047,YJR147W,HMS2
3048,YJR148W,BAT2
3049,YJR149W,YJR149W
3050,YJR150C,DAN1
3051,YJR151C,DAN4
3052,YJR152W,DAL5
3053,YJR153W,PGU1
3054,YJR154W,YJR154W
3055,YJR155W,AAD10
3056,YJR156C,THI11
3057,YJR158W,HXT16
3058,YJR159W,SOR1
3059,YJR160C,MPH3
3060,YJR161C,COS5
3061,YKL001C,MET14
3062,YKL002W,DID4
3063,YKL003C,MRP17
3064,YKL004W,AUR1
3065,YKL005C,BYE1
3066,YKL006C-A,SFT1
3067,YKL006W,RPL14A
